nom|prix|etoile|avis
Brasserie l'Est|3|4|Il faudrait être difficile voire outrageusement pointilleux pour ne pas apprécier en premier lieu le cadre magnifique qu'offre la Brasserie de l'Est dans cette jolie gare des Brotteaux !... On voyage littéralement dans ce genre de décor pensé au millimètre près ! Et le petit train qui fait le tour du restaurant fait partie des détails qui personnalisent encore plus l'endroit et qui lui donnent un cachet si particulier !La cuisine y est excellente, très soignée et d'une saveur exquise ! Familiale, elle s'inspire également de recettes étrangères en y ajoutant une petite touche de fantaisie ! Le foie de veau/purée vaut le coup de fourchette, tout comme les coquilles Saint Jacques à la plancha (mmmh !). En dessert, craquez pour leurs gaufres délicieuses, surtout celle à la crème fraîche et à la compote ...! Un régal !Attention toutefois à ne pas se laisser aller à commander à la carte, ça risquerait de vous coûter cher ...Je crois que j'ai malgré tout une petite préférence pour le Nord, mais l'Est est un vrai fief de la gastronomie à tester absolument !
Brasserie l'Est|3|4|Pause super sympa ;-)À ne surtout pas manquer qd vous passez à pieds à cheval ou à moto dans ce quartier... ! Vous y retournerez...
Brasserie l'Est|3|2|Côté décor, c'est sympa. On retrouve l'atmosphère d'une gare et le petit train mécanique qui fait le tour de salle est original. Niveau cuisine, c'était bon. Par contre, pour le reste, je ne suis pas sûre d'y retourner... La salle est très bruyante, on avait du mal à s'entendre parler. Les serveurs sont pressants, on a l'impression d'être à la chaîne. Outre le bruit et le fait d'être pressés, on s'est retrouvés avec de la vaisselle pas très propre... Pas très classe tout ça, surtout vu le prix de l'addition !!!
Brasserie l'Est|3|3|J'ai voulu tester l'un des quatre points cardinaux detenu par le tres fameux Paul Bocuse.Le menu est simple et composé de cuisine familialeet quelques recettes etrangeres revisitéesC'etait bon mais pas transcendantpar contre mon portefeuille a fait la gueule :-)je n'y retournerai pas Pour la même cuisine les bouchons sont plus abordables
Brasserie l'Est|3|3|Une bonne table malgré un salle bruyante, j'aime pouvoir manger au bar juste avant de sortir.Quand le petit train tourne, c'est super !!Evitez d'y aller le week-end, car il y a trop de monde
Brasserie l'Est|3|3|cette brasserie est au niveau des autres, c'est à dire irréprochable : le seul bémol : le bruit, le lieu est hyper bruyant et perso, je ne supporte pas...
Brasserie l'Est|3|5|"Aaaaah l'Est... Lyonnaise de naissance, les brasseries de notre Paul Bocuse nationale ont toujours été un peu un objectif de vie! Le prestige d'un nom, à des tarifs ""accessibles"" (entre guillemets bien sur, chacun sa conception de ce qui est accessible!), qui mettent en valeur une cuisine bien léchée... Le rêve.Et aujourd'hui et depuis quelques jours maintenant c'est chose faite! Et.. Je suis tout simplement conquise! L'ambiance toute particulière, la déco exceptionnelle (oui le petit train #Coeur ), l'ambiance si spéciale d'une brasserie un peu moderne en font une expérience que je ne suis pas prête d'oublier! Les plats m'ont sublimée -Cyril Lignac sort de ce corps- j'ai mangé les meilleures côtelettes d'agneau de ma vie! Les haricots verts sont fabuleux, les patates ont le goût de patates!!!! (assez rare pour être souligné!) Les desserts, très classiques mais exceptionnels... Bref un carton plein pour moi, 5 étoiles plus toutes celles que j'avais dans les yeux en ressortant! Bien évidemment, l'addition peut refroidir, mais je fais partie de ces gens qui préfèrent aller au restaurant un peu moins souvent et tester des adresses ""valeurs-sûres"" pour se faire plaisir!"
Brasserie l'Est|3|3|Déception1ère visite à ce restaurant brasserie. Beaucoup de monde donc beaucoup de bruit. Sommes 2 on nous place entre 2 porte manteaux et un pilier ! On commande un Pichet 50 cl cotes du Rhône : glace - étonne on me répond que c'est normal et ton péremptoire ! Un foie de veau : bon mais sans plus - 1 rognon : insipide accompagne tous deux d'une purée dont m'a Gand mère aurait eu honte - plateau de fromages : bon - addition : 78 euros ! Service très moyen - M.BOcuse nous avions organise le mariage de notre fille dans votre restaurant de Collonge, certes on ne s'attendait pas a à la même chose... Mais alors la nous avons un arrière goût de déception - dommage - nous ne reviendrons pas et chercherons la prochaine fois un bon bouchon !
Brasserie l'Est|3|4|J'aime beaucoup l'Est, le cadre est sympa, intérieur et extérieur (l'été une petite terrasse est aménagée, c'est agréable.La cuisine est excellente, on sait à quoi s'attendre, tant au niveau des portions, assez généreuses, que de leur qualité. Il ne faut pas oublier que c'est avant tout une brasserie donc les plats sont simples même s'ils sont revisités.Seul bémol, effectivement, la salle est bruyante et vite bondée, à éviter pour un dîner romantique en tête à tête, mais ce n'est pas à ça que sert une brasserie ! :-)
Brasserie l'Est|3|3|Trop cher pour ce que c'est!Nous avons du attendre 20 minutes alors que nous avons pris une réservation. Le personnel a mis 10 min pour se manifester et nous proposer des apéritifs .. en effet le restau était plein. Cadre rien à redire, c'est top. Un plus pour la cuisine ouverte. En revanche j'ai pris un risotto aux saint jacques et j'étais vraiment déçu car c'était vraiment médiocre. Le service sans plus. Je ne reviendrai pas car a ce prix j'attends que la cuisine et le service soient impeccables.
Brasserie l'Est|3|3|Je ne connais que de nom mais si je lis l'article de jazzazou qui excuser moi , mais ne nous apporte rien sur ce restaurant qui appartient à un monument de la cuisine Lyonnaise et Mondiale.Je pense avant de donner un avis m'y rendre par moi même . J'ai des amis américains qui doivent venir à Lyon et qui connaisse bien Paul Bocuse de nom.Je ne voudrais pas les décevoir ..
Brasserie l'Est|3|5|C'est l'une des quatre brasseries de Paul Bocuse (les quatre points cardinaux). Une très bonne adresse non seulement pour la cuisine raffinée et du monde entier, le décor (située aux Brotteaux dans la gare avec un petit train qui en fait le tour) et l'ambiance mi-restaurant mi-brasserie.
Brasserie l'Est|3|4|"Après avoir raccompagné une amie à la gare après un petit séjour ensoleillé mais très pauvre en calories (les filles au régime avant l'été...), il me prend l'envie d'inviter mon copain au resto pour me faire pardonner de l'ambiance jambon/petits pois qu'on lui a imposée pendant 3 jours. Dans le secteur Part Dieu, donc, notre dévolu se jette rapidement sur cette fameuse brasserie Bocuse qu'on évitait pour cause de pauvreté estudiantine, mais bon...j'ai eu mon salaire, et il fait beau pour la première fois depuis 6 mois. On réserve en 5 secondes et c'est là le début de mon plus gros coup de coeur pour l'Est : le service.Je ne dois pas être très habituée aux restaurants un peu ""classe"" mais se faire appeler Madame, Monsieur, voir des serveurs/ses tout apprêtés qui amènent des petites tables pliantes pour poser les plats avant de les servir et nous donner des couteaux à poisson que l'on ne sait même pas utiliser, j'ai trouvé ça trooooop bien ! Une serveuse stagiaire blagueuse, un chef de salle bien pro mais souriant, que demander de plus ? Vraiment ravie à ce niveau là et beau temps oblige, je suis obligée de dire que nous, on n'a pas du tout souffert du bruit car on était en terrasse, donc top, à ce niveau là également.Niveau culinaire, on a choisi le menu du jour : 25,80 pour une entrée/plat/dessert et le choix entre un poisson et une viande en plat, dommage mon copain ne mange pas de porc donc il n'a pas eu trop le choix (ça m'embête toujours un peu quand ça fait ça dans les cartes à choix réduit mais bon, ça le fait manger un peu de poisson c'est chouette aussi). J'ai eu droit à une salade composée de pommes, carottes rapées et avocat avec une très bonne vinaigrette, un cochon laqué avec des nouilles sautées façon thaï et une tarte aux fraises. Tout était irréprochable. Je n'ai pas été éduquée aux brasseries alors je pourrai difficilement comparer avec ce que certains appelleront de la cuisine de brasserie, moi, je suis rarement déçue par ce que je mange de toute façon. Là j'étais aux anges, grosse gourmande, je n'étais pas frustrée par ma très bonne salade verte, le porc était excellent dans une sauce indéfinissable et les nouilles, pareil, très bien cuites et goûteuses. Adam a pris des accras de morue, un filet de dorade et un caviar d'aubergine, et en dessert, le fameux soufflé au chocolat Valrhona, lui qui n'est pas très légumes a adoré son plat également.En résumé, les petits budgets éviteront de prendre à la carte, les sensibles de l'oreille privilégieront les beaux jours et la terrasse, et on peut aller les yeux fermés vers le menu du jour. C'est bien quand même, ça évite de prendre toujours la même chose, ça fait découvrir des plats qu'on n'aurait pas testé autrement (ça peut paraître évident, mais ça a été une illumination pour moi quand j'ai découvert le principe du menu unique à l'Ourson qui Boit)."
Brasserie l'Est|3|3|L'Est est bruyant ? Forcément c'est une brasserie, on ne va pas dans une brasserie pour un dîner intime. L'Est est cher ? Oui mais les plats sont copieux, raffinés et de qualité. Le service est à revoir ? Pour notre part, on a eu un accueil super souriant et convivial malgré la foule. Le service est un peu lent certes mais par rapport au monde qu'il y a, cela reste raisonnable. La déco et le cadre sont super sympas avec le train qui fait le tour de la grande salle (clin d'oeil à l'ancien lieu qui était la gare). Un repas digne du prestige de Bocuse même si l'addition un peu salée ne me permet ce petit luxe que rarement. Un lieu culte lyonnais tout de même.
Brasserie l'Est|3|4|"L'Est, la Brasserie phare de Paul Bocuse, nouvel hôte de la gare des Brotteaux à lyon n'est pas sans rappeler les guinguettes des bords de Marnes peintes par Renoir. Elles aussi à l'Est mais de Paris. A midi sous les tentes et la pergola ornée de mosaïques début 20 siècle la lumière tantôt tamisée, tantôt chatouillante virevolte sur les livrées recherchées des serveurs . Tout cela permet une immersion dans la ""belle époque"" à laquelle l'architecture de la gare n'est pas étrangère. Un cadre donc parfaitement choisi pour une cuisine dont la réputation n'est plus à faire parfaitement servie par un personnel multitâche et cependant gracieux. Chose plus rare un assortiment de fromages est proposé que l'on peut agrémenter d'un verre de Givrey très agréable pour 7,60euros. Suggestion: il est dommage que dans restaurant de cette qualité et de cette ampleur un coin terrasse non FUMEUR ne soit pas proposé."
Brasserie l'Est|3|4|Ambiance ambianceC'est sûr que le décor donne le ton : grande cuisine centrale ouverte sur la salle, sans cloison. Le mobilier est à la fois dessiné avec goût mais pas trop moderne, les couleurs rassurent. Dès qu'on entre, pas de doute, on est dans l'ambiance de brasserie haut de gamme...
Brasserie l'Est|3|5|ImpeccableAccueil super, service rapide, décor sympa, une clientèle très distinguée. Le seul inconvénient, c'est bruyant mais c'est normal, c'est une brasserie. A conseiller aux groupes d'amis qui désirent manger un excellent repas.
Brasserie l'Est|3|4|J'adorePour le décor, le train... C'est copieux et on peut se contenter d'un plat + dessert. La sole meunière y est de belle taille, ce qui est plutôt rare. J'aime beaucoup les pommes de terre frites qui restent au chaud sur leur réchaud, et la cuisine ouverte (super si on est seul à midi, perché sur un tabouret, on mange sans s'ennuyer). Un des restos où je retourne souvent.
Brasserie l'Est|3|4|Une valeur sûreC'est une adresse à laquelle nous nous rendons régulièrement et nous n'avons jamais été déçus. C'est sûr il s'agit d'une brasserie, donc il y a du mouvement, du monde et du bruit. Malgré cela les plats arrivent à point et sont toujours d'une très bonne qualité, y compris ceux qui demandent un excellent timing comme le foie gras poêlé. Pour ce qui est des desserts j'avoue avoir un faible pour les deux babas au rhum que je prend de manière alternée. On peut enfin trouver son bonheur dans la carte des vins tout en restant raisonnable. Un petit regret, c'est que cela fait des repas un petit peu chers (130 à 150 euros pour 2)
Brasserie l'Est|3|3|Ouai bof...Le service fait penser à une sortie d'école hôtelière, guindé mais peu sur, cela entraîne des erreurs (la raie à la place du tartare, y en avait plus mais il avait oublié de le dire...) qui même si elles sont rattrapées par une offre (dessert sans le supplément) restent dommage. De plus le service est long... La nourriture est pas mal, un menu entrée plat fromage ou dessert à 23 euros évite le coup de bambou de la carte mais c'est peu copieux. La déco est pas mal mais j'ai mangé en terrasse donc peu de commentaire sur cela. Y a bien mieux en brasserie à Lyon.
Brasserie l'Est|3|4|BienJ'y suis allé un mardi soir et le restaurant était plein. J'ai pris un menu à 21 euros et de mémoire j'ai rarement aussi bien mangé pour ce prix ! Le tartare de saumon était vraiment bon, le veau en broche et son gratin de pâtes un délice, puis la tarte aux prunes bonne et légère. De plus le temps d'attente entre les plats était vraiment correct, ni trop long ni pas assez. Seul bémol le bruit, mais bon c'est une brasserie donc on sait aussi ce que ça implique. Le reste des plats à la carte avait l'air d'être aussi bons mais dans ce cas là on s'en sort facilement pour plus de 30 euros. Enfin bon resto pour ma part.
Brasserie l'Est|3|3|"Bruyant mais succulent !C'est un peu cher... sûrement... c'est un peu trop peuplé de ""m'as-tu vu""... mouaif... mais alors, je n'ai jamais regretté un seul repas à l'Est. La cuisine est succulente tout en étant finalement assez simple parce que fraîchement cuisinée, bien dosée. Les tables sont un peu rapprochées et le bruit un peu gênant mais on est dans l'ambiance d'une brasserie ! Goûtez aux rognons moutarde, césar de boeuf... réservez en début de repas les délicieux soufflés du chef, et laissez-vous aller au baba au rhum exquis ! L'idéal est d'éviter les créneaux chargés de monde pour mieux apprécier la brasserie l'Est."
Brasserie l'Est|3|3|Cher et bondéeLes brasseries Bocuse sont chers et les plats ne sont pas exceptionnels. Le risotto à 30 euros a un goût très prononcé de gruyère/emmental et non pas de parmesan. Les serveurs semblent débordés. Le cadre est tout de même agréable avec le train miniature qui fait le tour de la brasserie.
Brasserie l'Est|3|5|Un très bon bocuse pour le prixAvec un décor très enfant, le petit train qui passe tranquillement au dessu de nos têtes, les chefs qui travaillent au milieu de tout le monde dans une verrière... Un cadre très gentleman, et le menu est au rendez-vous. Une qualité des produits remarquable, on en salive d'avance... Je vous conseille en dessert les gaufres avec leurs confitures et chocolat maison !
Brasserie l'Est|3|4|"Toujour impeccable !L'une de mes brasseries Bocuse préférée avec l'Ouest ! Dans un cadre agréable, certes un peu bruyant (il ne faut pas oublier que c'est une brasserie), vous pourrez déguster viandes, poissons avec plusieurs entrées de grande qualité puisque la carte décline ""une cuisine du voyage"". Mes préférés le saumon à l'aneth avec la tarte fine tomates/mozza puis pour finir une bonne gauffre suivant la recette de grand-mère. Bref un incourtounable dans ce quartier d'affaires le midi et de noctambules argentés le soir !"
Brasserie l'Est|3|4|j'aime bien...j'aime bien l'ambiance bruyante et agitée des brasseries, pour cela on est servi. Certes on voit bien que les serveurs n'ont pas le temps de disserter. Mais je les ai trouvés très agréables et souriants. Je ne me suis pas sentie dévisagée malgré mon look dissonant au milieu de ces gens guindés.Pot de Saint Joseph très bon.Risotto aux gambas succulent au délicieux goût de parmesan...Tout cela pour une note un peu salée...mais pour moi ça le vaut !
Brasserie l'Est|3|4|Ravi !Brasserie très classe où je trouve les tarifs à la hauteur des prestations. Menu du jour à partir de 19 euros (2 plats) à 23 euros (3 plats). Certes à la carte les prix flambés pour quelques plats logique vu les produits proposés (foie gras...) La carte des vins est convenable et n'assomme pas sur les tarifs. Le service est au point où les serveurs vous servent le vin, remplissent les corbeilles de pain à peine vidés, vous changent les couverts à chaque plat, bref plein de petites attentions qui font de ce lieu, un moment très agréable. Petit plus pour une déco type ancienne gare avec le petit train en miniature qui fait le tour du restaurant.
Brasserie l'Est|3|4|1 bon plan en attendant le trainSommes arrivés 11 pers. Sans réservation 11h30. Installé sur 1jolie enfilade devant le bar. Accueil très sympa. Service rapide,mais sans ns presser,Chef dirige de mains de Mtre la brigade, cuisine soignée, goûteuse, bien présentée, tarif en rapport très correct. Avec l'impression d'être dans 1 ruche, pas genant étant du métier... et d'en 1 gare mais quant même mieux qu'1 hall. Encore bravo à tous. Les Marseillais de passage... Allez l'OM
Brasserie l'Est|3|2|"Vue la renommée je m'attendais à bcp mieuxLe cadre : hauteur de plafond ""minable"" pour un haut lieu comme celui-là, et de ce fait assez bruyant. Le repas : désolé mais le vin était piqué, il a fallu que je m'y reprenne à 2 fois pour que le serveur nous change la bouteille. Pire, il laissait croire que c'était normal qu'un vin du Lyonnais puisse ""piquer"" ainsi, à 20 euros la bouteille, quand même ... - l'entrée, une salade composée ... elle ne reflétait aucune fraîcheur à tel point que j'en ai laissée les 3/4 - le plat, rien d'extraordinaire (aiglefin poêlé) - et le désert non plus. ....j'oubliais : bien qu'ayant réservé la veille, il a fallu poiroter debout, à l'entrée au moins 20 mn..."
Brasserie l'Est|3|5|Belle brasserie et super ambiance...L'été la terrasse est très agréable le service efficace, l'hiver l'ambiance est chaude et amicale. Les plats sont toujours d'une bonne qualité, une adresse à recommander aux amis.
Brasserie l'Est|3|4|A essayer impérativementCertes bruyant (c'est une brasserie!!) le service est de qualité malgré le speed du personnel. Le menu entrée/plat/dessert est a 26euros et on peut même changer de dessert avec la carte pour un léger supplément, et un petit plateau apero en guise de bonjour c'est une attention a souligner. Quantité vraiment bonne et qualité vraiment au rdv! Une brasserie luxueuse avec une déco sympa. A recommander!!
Brasserie l'Est|3|4|Service rapide et tartare très bon et plus j'étais en charmante compagnie pour ne rien gâcher ;-)
Brasserie l'Est|3|2|Le cadre est sympa et le service ok! J'y étais allée une 1ère fois il y a quelques années et j'avais gardé un bon souvenir. J'y suis retournée récemment et là catastrophe! C'est quoi ce plat de riz cantonnais écoeurant !? Ce n'était vraiment pas bon et j'ai trouvé le reste vraiment moyen.
Brasserie l'Est|3|3|"Peut faire mieuxLa carte est pas mal, mais si vous prenez à la carte le repas vous reviendra cher. Les produits sont de bonne qualité. Menu à 25,50 euros, bon, mais pour un établissement de Bocuse, même si c'est une brasserie, il manque de la rigueur dans le dressage des plats, notamment sur le plat principal ""poulet et pommes de terre rôties"". Les lardons un coupés grossièrement, idem pour les quetsches sur la tarte. Je ne parlerai pas du service bien dans son ensemble, mais le verre de vin a été retiré avant le service du dessert, alors qu'il restait encore du vin blanc, puis, dans la coupelle de sucre qui nous a été déposée sur la table, il y avait l'emballage d'un sucre ouvert, il en manquait un morceau, pas très sérieux pour un établissement Bocuse."
Brasserie l'Est|3|2|"A éviterCertes, le resto est beau... mais ! 1h d'attente sans qu'un apéritif ne nous soit proposé, on passe enfin la commande. 1/2h d'attente à nouveau, les entrées arrivent (un ridicule empilage tomate/avocat/feta que ma fille de 6 ans pourrait faire aussi bien) : ce n'est pas ce qui était commandé. ""on en a plus, on vous a mis ça à la place"" : inadmissible donc renvoyé, on choisit autre chose. le plat baigne dans le gras, et est à peine chaud. la crème brûlée : froide (probablement flambée dans l'après-midi !). impossible de manger dedans tellement c'est bruyant. plus jamais, je ne le recommande pas !"
Brasserie l'Est|3|4|Qu'est ce que c'est bon, mais qu'est ce que c'est long !!!! c'est bruyant, on s'entends pas, on attends 15 bonnes minutes pour avoir la carte, et le même laps de temps entre les plats.. mais le service est impeccable et même si certains trouvent que l'ont est traité comme du bétail, je trouve que c'est un rapport qualité prix imbattable pour la qualité des plats, des saveurs et de la renommé de Mr Paul.
Brasserie l'Est|3|5|Le niveau qualité prix du menu du jour est imbattable. A la carte c'est de suite beaucoup plus cher. Tout est fait maison : les sauces, les desserts et la cuisson est parfaite. Bref de la grande cuisine pour un prix abordable. Le cadre est agréable dans l'ancienne gare sncf des Brotteaux et le service trés pro.
Brasserie l'Est|3|4|Superbe cuisineDans un cadre agréable (une grande terrasse, une cuisine totalement ouverte, un petit train qui fait le tour de la salle sous le plafond), cette grande brasserie (disons le, c'est très agité et bruyant en plein service) arrive à mêler gastronomie et ambiance brasserie, en ayant un service digne de bocuse tout en étant habillement plaisantin, à la répartie bien à propos, et toujours à disposition du client. Pour ce qui est des plats, rien à redire, ou plutot de la finesse rare dans une brasserie. Une coupelle d'olives et capres tout droit venue de chez bahadourian (des capres de cette taille et des olives à ce parfum, ca ne peut être que de chez eux) est servie avec notre apéritif, un filet de boeuf unique parmi les plus belles pièces de trolliet... bref, sans faute, avec une cuisson et un assaisonnement au meilleur de ce qu'on peut trouver. Les desserts bien entendu n'ont fait que confirmer cette impression générale, c'était pour un repas d'affaire, le client était ravi.
Brasserie l'Est|3|4|Ce restaurant a parfaitement sut s'adapter au lieu de l'ancienne gare des Brotteaux. Ce cadre sympathique , n'est cependant pas toujours de tout repos, surtout les soirs de weekend, durant lesquels la terrasse et la salle sont toujours remplis. Un petit train électrique fait le tour du restaurant qui saura vous distraire, même si l'attente n'est pas excessive. Il y en a pour tous les gouts et la cartes se renouvelle régulièrement. De mon point de vue, c'est la meilleure des brasseries Bocusienne.
Brasserie l'Est|3|5|Très bien !Nous ne sommes jamais déçu par ce restaurant où la qualité est au rendez-vous avec des prix très corrects! De plus, le dessert est effectivement maison puisqu'on nous demande en début de repas si l'on prendra leur fondant au choolat qui demande 30 min de préparation! Je vous le conseille vivement!
Brasserie l'Est|3|4|Est expressJ'aime cette ambiance, même si on mange un peu sur les genoux du voisin. C'est une vrai bonne cuisine de grande brasserie, de bon produit cuisiné simplement mais avec justesse. Fond sonore très bruyant. Je recommande.
Brasserie l'Est|3|1|"IncroyableNous étions 19 amis hier soir à la brasserie l'Est nous avions réservé pour 21h, nous sommes arrivés à l'heure on nous a fait attendre 35 mn dehors heureusement il ne faisait pas trop froid. Ensuite nous avons attendu 45 minute à l'intérieur. On a commencé par nous morceller en 3 tables de 4, 6 et 9 et le groupe de 4 à été installé tout de suite, 20 minute plus tard ce fut le groupe de 6 et 25 minutes après les 9 derniers. Passés à table les commandes furent prises 30 minutes après. Elles furent servies 25 minutes plus tard. Rien à dire sur les entrées. Là où cela deviens moins drôle c'est avec les plats de résistance. Filet de boeuf microscopique, les frites sont oubliées par le serveur et n'arriverons jamais, personnellement j'avais pris un poulet de Bresse, j'avais eu le tort de ne pas prendre d'entrée pensant que le soir un poulet de Bresse (je pensais que j'aurai un bon quart de ce délicieux poulet) me sufirait. Surprise, je pas n'avais 170 grammes avec os c'est dire si je suis resté sur ma faim, la purée d'accompagnement étant digne d'une gargotte ni goût, ni âme. Rien à dire sur les soufflés du dessert si ce n'est que les cristaux de sucre au fond du soufflé ne son pas, eux non plus, digne du label Boccuse. Quand nous sommes sorties on était déjà le lendemain. Le groupe de 4 avait fin nous n'étions pas au plat de résistance. Pour ce ""petit"" repas arrosé d'un verre d'un Croze Hermitage et d'un café sans goût (achetez une Nespresso) 50 euros, plus de 300 de nos déjà vieux francs. Pour l'anecdote notre serveur alors que la note était de 48 euro et quelques centimes s'est permis de taper 50 euros sur le terminal de payement électronique de ceux qui payaient par carte. Quand je reviendrai à Lyon je resterai fidèle à mon resto préféré. Pour les notes ci-dessous j'aurais volontiers mis un double 0 pointé à l'accueil service."
Brasserie l'Est|3|3|Allez à la brasserie de Blanc à 50 mPremier sentiment à l'entrée, salle surdimensionnée, trop bruyante ! Ensuite nous commandons, un seul choix de menu (pas alléchant) donc nous nous sentons obligés de commander à la carte ! Nos plats arrivent 10 min après, mais le vin n'est toujours pas là. Les desserts c'est la même chanson, deux desserts et deux autres arrivent 5 minutes après. Tout le long du repas, vous devez sans cesse réclamer l'eau, le pain... Le bouquet final, la facturation d'un supplément, sur lequel nous avons alerté le serveur au cours du repas. Nos plats étaient bons sans plus, avec tous ces ratés nous nous rappelons plus du service déplorable que du reste ! Pour résumer, nous vous déconseillons fortement cette brasserie. Courez à celle de Blanc à 50 m (le splendid) : cadre super, service impeccable, cuisine plus raffinée.
Brasserie l'Est|3|3|Bruyant, pas exceptionnelEtant allé dans ce restaurant en famille, j'ai trouvé le cadre vraiment très bruyant (entre le monde et les petits trains, qui donnent du charme au décors, mais qui rendent le tout vraiment détestable). Déçu par la cuisine (notamment le foie gras poêlé qui baignait dans l'huile, très écoeurant. Les menus sont très chers, je m'attendais à mieux.
Brasserie l'Est|3|4|Belle adresse pour une brasseireJ'ai découvert cette brasserie Bocuse durant un week end à Lyon grâce à des amis de la région. J'ai été enchantée par le décor avec le petit train, l'armée de serveurs (certes un peu trop militaire parfois), les assiettes bien sur ! Des mentions spéciales pour le foie gras poêlé à la mangue et le fondant au chocolat ! Juste un petit bémol: la note avec des prix à la carte un peu élevés (mais on s'y attend). Pour le niveau sonore, oui c'est bruyant mais c'est une brasserie non?
Brasserie l'Est|3|5|Le niveau qualité prix du menu du jour est imbattable. A la carte c'est de suite beaucoup plus cher. Tout est fait maison : les sauces, les desserts et la cuisson est parfaite. Bref de la grande cuisine pour un prix abordable. Le cadre est agréable dans l'ancienne gare sncf des Brotteaux et le service trés pro.
Brasserie l'Est|3|4|Bonne brasserieUne bonne table, un bon service mais une ambiance beaucoup trop bruyante en hiver et surtout dans les salons ! Il est agréable d'y manger en été, sur la terrasse où les bruits sont moindres !
Brasserie l'Est|3|4|Une trouvaille mais bruyantQuelque chose de chic : Bocuse ! Mais qui ne ruine pas : la brasserie ! Une bonne trouvaille ! J'ai adoré la plancha de steak de thon et une bonne crème anglaise en dessert, un délice ! Le décor, dans l'ancienne gare des brotteaux, magnifique ! Les serveurs, très attentionnés. Le hic : c'est très bruyant ! J'étais installé en terrasse, les tables sont très proches les unes des autres mais surtout les lattes de bois de la terrasse tremblent à chaque passage du serveur, mieux qu'au parc d'attraction !
Brasserie l'Est|3|3|Comme je viens de tester l'Ouest ce midi, j'ai eu envie de donner mon avis sur les 3 autres brasseries Bocuse.J'ai diné une fois à l'Est et le souvenir que j'en ai, c'est une salle très bruyante. Il était très difficile de se concentrer sur la conversation.Vous allez me dire que c'est normal dans une brasserie, mais là, quand même, c'était vraiment fort !Par contre, la cuisine et la déco de la salle m'ont quand même plu ! Des classiques de Bocuse encore une fois (risotto, gaufres...) et un service impeccable !
Carnegie Hall|3|5|Moi c'est simple, la viande j'aime que si c'est de la bonne viande. Et bien le Carnegie hall, j'adore, parce que c'est de l'excellente viande !Quand on veut manger de la bonne viande, on sait où aller ! Les morceaux sont tous plus beau, gros, tendre les uns que les autres. Les cuissons sont maitrisées à la perfection. Bref le Carnegie on adore !Les prix me semblent très corrects pour la qualité et la quantité des assiettes.Le service est souvent très rapide (en soirée), même quand le restaurant est bien rempli. Les serveurs sont pour la majorité agréables, mais pas tous...Côté déco, rien de bien particulier, ici c'est à la bonne franquette. Le restaurant peut être parfois un peu bruyant.Bref, vous êtes carnivore ? Vous aimez les bonnes grosses assiettes ? Ce restaurant est fait pour vous !
Carnegie Hall|3|2|Voir toutes les photos de Elodie V. sur Carnegie Hall
Carnegie Hall|3|2|En résumé bof bof!!Contrairement à d'autres avis, pour nous le service était correct! Le serveur agréable...Par contre dans mes souvenirs, c'était bien meilleur!! Je dirais pas que c'était mauvais mais pas au niveau de réputation dont jouit cet établissement... plusieurs pièces de viande indisponible.Au final une viande plutôt moyenne voir banal, des frites surgelées... bref on a pris un dessert ailleurs!!
Carnegie Hall|3|4|Ne venez ni pour le calme de la salle, ni pour le romantisme de l'ambiance, ni pour la beauté des lieux. Par contre si vous avez juste envie de vous mettre une grosse pièce de viande sous la dent, c'est ici qu'il faut aller. Et en plus, c'est plutôt bon !Attention à l'attente le samedi soir.
Carnegie Hall|3|5|Onglet de boeuf
Carnegie Hall|3|2|Mon faux-filet
Carnegie Hall|3|2|Sans remettre en cause la qualité, Jai été déçu de l' accueil , de l ' ambiance et l' addition m'a refroidie un bon coup . Dommage car dans mes souvenirs , cet établissement était au top . Peut-être que ce n'était pas la bonne journée.
Carnegie Hall|3|1|Service très familier Au début on pense que c'est pour rire mais les serveurs n'on aucun humour des qu'il y'a du répondant Je passe le moment de payer qd vous êtes en groupe En gros la personne qui encaisse nous a dit de nous demerder a fait le partage Elle est pas là pour faire son travail mais nous le sienPauvre chou et en plus elle se moque de nous auprès d'autres client À fuir prétentieux cher et la viande franchement n'a absolument rien d'extraordinaire Bcp de snobisme
Carnegie Hall|3|2|"On me dit que c'est le resto de viande à Lyon alors forcément je vais découvrir ce qui m'a été présenté comme le paradis des carnivores.C'est grand, bruyant, ambiance un peu hangar avec presque que des hommes... pour l'ambiance on repassera !L'accueil est froid, on voit qu'ici ca bosse un peu ""à la chaine"" et c'est bien dommage...La carte est très fournie, des pièces de viande très originales et les assiettes qui défilent sont bien garnies. Les prix sont pas donnés mais la quantité et la qualité de la viande les justifient.Pas de chance pour moi, la cuisson de la viande n'était pas respectée (service à point au lieu de saignante), le serveur pas aimable... je ne reviendrai pas!"
Carnegie Hall|3|3|Steak sauce au poivre, avec gratin dauphinois et tomate provençale!
